event,guests,package,location,services_count,selected_services,base_sum,rule_total,ml_total
wedding,200,simple,tier2,3,wedding|food|photo,275000,275000,
wedding,200,basic,tier2,3,wedding|food|photo,275000,343750,
wedding,200,luxury,tier2,3,wedding|food|photo,275000,467500,
wedding,200,simple,metro,3,wedding|food|photo,275000,308000,
wedding,200,basic,metro,3,wedding|food|photo,275000,385000,
wedding,200,luxury,metro,3,wedding|food|photo,275000,525600,
wedding,100,simple,tier2,9,bridegroom|haldi|sangeeth|mehendi|wedding|food|band|makeup|photo,353000,353000,
wedding,100,basic,tier2,9,bridegroom|haldi|sangeeth|mehendi|wedding|food|band|makeup|photo,353000,441250,
wedding,100,luxury,tier2,9,bridegroom|haldi|sangeeth|mehendi|wedding|food|band|makeup|photo,353000,600100,
wedding,500,basic,premium,6,wedding|food|photo|makeup|mehendi|sangeeth,598000,897000,
wedding,338,simple,metro,7,band|food|haldi|makeup|wedding|mehendi|photo,535700,600,? 

birthday_private_party,82,basic,premium,5,balloon_decor|cake|games_anchor|return_gifts|venue,101760,103000
birthday_private_party,199,luxury,rural,4,cake|games_anchor|theme_decor|venue,101184,113500
birthday_private_party,72,luxury,metro,4,balloon_decor|cake|snacks|venue,125664,120000
birthday_private_party,77,simple,metro,7,balloon_decor|cake|dj|games_anchor|photo|return_gifts|venue,114509,106500
birthday_private_party,88,simple,metro,6,cake|dj|photo|return_gifts|theme_decor|venue,111507,124000
birthday_private_party,20,simple,tier2,6,cake|games_anchor|photo|return_gifts|snacks|theme_decor,61400,64000
birthday_private_party,68,basic,rural,4,balloon_decor|cake|games_anchor|venue,67425,61000
birthday_private_party,142,simple,tier2,8,balloon_decor|cake|dj|games_anchor|photo|snacks|theme_decor|venue,146500,149500
birthday_private_party,75,basic,tier2,6,cake|dj|games_anchor|return_gifts|snacks|venue,110938,110500
birthday_private_party,84,simple,tier2,5,cake|dj|games_anchor|return_gifts|snacks,62080,69500
birthday_private_party,20,basic,tier2,6,cake|games_anchor|photo|return_gifts|snacks|theme_decor,76750,76000
birthday_private_party,85,simple,tier2,4,balloon_decor|cake|photo|snacks,59250,59500
birthday_private_party,139,simple,metro,5,balloon_decor|cake|photo|snacks|venue,115080,117500
birthday_private_party,141,simple,tier2,6,cake|dj|games_anchor|return_gifts|snacks|theme_decor,101170,97000
birthday_private_party,64,simple,metro,6,balloon_decor|cake|dj|games_anchor|return_gifts|venue,90362,88500
birthday_private_party,49,simple,tier2,5,balloon_decor|cake|dj|photo|snacks,65250,70500
birthday_private_party,44,simple,metro,4,cake|games_anchor|theme_decor|venue,71680,78500
birthday_private_party,53,simple,metro,7,cake|dj|games_anchor|return_gifts|snacks|theme_decor|venue,110443,114000
birthday_private_party,67,luxury,rural,7,cake|dj|photo|return_gifts|snacks|theme_decor|venue,179902,168000
birthday_private_party,95,simple,premium,7,cake|dj|games_anchor|photo|snacks|theme_decor|venue,147300,148000
birthday_private_party,50,simple,tier2,7,cake|games_anchor|photo|return_gifts|snacks|theme_decor|venue,102500,106000
birthday_private_party,74,luxury,tier2,6,cake|dj|games_anchor|return_gifts|snacks|theme_decor,129846,132000
birthday_private_party,20,luxury,rural,6,cake|photo|return_gifts|snacks|theme_decor|venue,128693,128000
birthday_private_party,137,luxury,tier2,5,cake|dj|photo|theme_decor|venue,151300,129500
birthday_private_party,95,luxury,rural,6,balloon_decor|cake|dj|return_gifts|snacks|theme_decor,136203,143000
birthday_private_party,168,simple,rural,6,balloon_decor|cake|games_anchor|return_gifts|snacks|venue,111749,120000
birthday_private_party,45,luxury,tier2,6,balloon_decor|cake|games_anchor|photo|return_gifts|venue,141780,121500
birthday_private_party,20,basic,tier2,8,balloon_decor|cake|dj|games_anchor|photo|snacks|theme_decor|venue,145000,138000
birthday_private_party,126,simple,tier2,6,cake|dj|photo|return_gifts|snacks|venue,117620,129500
birthday_private_party,88,simple,premium,6,balloon_decor|cake|games_anchor|snacks|theme_decor|venue,117600,124500
birthday_private_party,29,simple,tier2,5,cake|dj|games_anchor|return_gifts|theme_decor,52480,59500
birthday_private_party,31,simple,premium,4,cake|games_anchor|photo|theme_decor,64800,70500
birthday_private_party,128,simple,metro,4,cake|return_gifts|theme_decor|venue,77683,72000
birthday_private_party,69,simple,tier2,7,balloon_decor|cake|dj|return_gifts|snacks|theme_decor|venue,106530,109000
birthday_private_party,76,simple,tier2,3,cake|dj|photo,41000,42000
birthday_private_party,120,basic,tier2,4,balloon_decor|cake|photo|theme_decor,70000,71000
birthday_private_party,20,basic,tier2,6,cake|dj|games_anchor|snacks|theme_decor|venue,105000,95500
birthday_private_party,83,basic,metro,7,balloon_decor|cake|dj|photo|return_gifts|snacks|theme_decor,142394,147500
birthday_private_party,22,simple,tier2,7,balloon_decor|cake|games_anchor|photo|snacks|theme_decor|venue,101500,105500
birthday_private_party,149,basic,tier2,5,cake|games_anchor|snacks|theme_decor|venue,126562,121500
birthday_private_party,149,simple,tier2,4,balloon_decor|cake|photo|snacks,75250,78500
birthday_private_party,134,simple,rural,4,cake|games_anchor|return_gifts|snacks,60989,58000
birthday_private_party,163,simple,tier2,6,balloon_decor|cake|games_anchor|photo|theme_decor|venue,96000,90500
birthday_private_party,82,simple,tier2,7,cake|dj|games_anchor|photo|return_gifts|snacks|theme_decor,99340,104500
birthday_private_party,147,simple,metro,5,cake|games_anchor|snacks|theme_decor|venue,112840,124000
birthday_private_party,127,simple,tier2,5,balloon_decor|cake|games_anchor|snacks|venue,89750,94000
birthday_private_party,49,simple,rural,3,cake|photo|venue,52080,52500
birthday_private_party,20,basic,tier2,5,balloon_decor|cake|dj|photo|theme_decor,88750,83500
birthday_private_party,87,basic,tier2,6,cake|dj|games_anchor|photo|return_gifts|theme_decor,99300,96500
birthday_private_party,59,simple,metro,5,cake|games_anchor|return_gifts|theme_decor|venue,79610,87000
birthday_private_party,25,basic,tier2,7,balloon_decor|cake|dj|games_anchor|photo|return_gifts|venue,120000,115000
birthday_private_party,92,basic,premium,4,cake|dj|photo|theme_decor,88500,84500
birthday_private_party,75,basic,metro,5,cake|dj|return_gifts|theme_decor|venue,109200,118000
birthday_private_party,20,basic,tier2,8,cake|dj|games_anchor|photo|return_gifts|snacks|theme_decor|venue,133000,123500
birthday_private_party,116,luxury,metro,4,cake|return_gifts|snacks|venue,150264,145000
birthday_private_party,142,simple,metro,6,balloon_decor|cake|games_anchor|photo|return_gifts|snacks,112605,110000
birthday_private_party,43,basic,rural,3,balloon_decor|cake|theme_decor,41850,46500
birthday_private_party,97,basic,rural,6,balloon_decor|cake|dj|photo|return_gifts|venue,110019,99000
birthday_private_party,167,basic,metro,5,balloon_decor|cake|photo|return_gifts|theme_decor,106456,110000
birthday_private_party,20,simple,metro,7,balloon_decor|cake|dj|games_anchor|photo|snacks|venue,109760,118000
birthday_private_party,106,basic,tier2,4,balloon_decor|cake|photo|snacks,80625,86000
birthday_private_party,159,basic,tier2,5,cake|games_anchor|return_gifts|theme_decor|venue,103850,112000
birthday_private_party,69,basic,metro,6,balloon_decor|cake|games_anchor|photo|snacks|theme_decor,116550,123500
birthday_private_party,111,basic,tier2,6,balloon_decor|cake|dj|games_anchor|return_gifts|snacks,105088,111000
birthday_private_party,20,simple,metro,3,balloon_decor|cake|photo,42560,43000
birthday_private_party,108,simple,tier2,5,balloon_decor|cake|dj|photo|snacks,80000,84500
birthday_private_party,20,simple,tier2,6,balloon_decor|cake|photo|return_gifts|snacks|theme_decor,63400,65500
birthday_private_party,168,basic,metro,4,balloon_decor|cake|dj|snacks,105000,97000
birthday_private_party,36,simple,metro,6,cake|dj|photo|return_gifts|snacks|venue,94438,105000
birthday_private_party,110,simple,tier2,7,balloon_decor|cake|dj|games_anchor|photo|return_gifts|theme_decor,94200,88000
birthday_private_party,20,simple,tier2,6,balloon_decor|cake|dj|snacks|theme_decor|venue,86000,93000
birthday_private_party,63,simple,tier2,5,cake|games_anchor|photo|return_gifts|venue,73560,71000
birthday_private_party,145,basic,tier2,5,balloon_decor|cake|dj|games_anchor|return_gifts,75500,83000
birthday_private_party,92,simple,premium,6,balloon_decor|cake|dj|games_anchor|return_gifts|theme_decor,86448,84500
birthday_private_party,65,basic,tier2,6,cake|dj|games_anchor|photo|return_gifts|theme_decor,96000,101500
birthday_private_party,118,simple,tier2,6,balloon_decor|cake|games_anchor|photo|return_gifts|snacks,91660,83500
birthday_private_party,62,simple,tier2,6,cake|dj|games_anchor|return_gifts|snacks|theme_decor,71940,67500
birthday_private_party,93,simple,tier2,6,cake|dj|games_anchor|photo|return_gifts|venue,92160,99500
birthday_private_party,113,simple,tier2,5,cake|games_anchor|snacks|theme_decor|venue,92250,97000
birthday_private_party,102,simple,tier2,5,cake|photo|return_gifts|snacks|theme_decor,81740,81000
birthday_private_party,20,simple,metro,6,balloon_decor|cake|photo|snacks|theme_decor|venue,101920,100000
birthday_private_party,139,simple,tier2,4,cake|games_anchor|return_gifts|snacks,67430,69500
birthday_private_party,20,luxury,metro,7,balloon_decor|cake|dj|games_anchor|photo|return_gifts|venue,181642,199000
birthday_private_party,20,simple,tier2,5,cake|dj|games_anchor|theme_decor|venue,79000,86500
birthday_private_party,172,basic,tier2,6,balloon_decor|cake|dj|games_anchor|return_gifts|theme_decor,102050,99000
birthday_private_party,107,luxury,metro,7,cake|dj|photo|return_gifts|snacks|theme_decor|venue,244835,248500
birthday_private_party,104,luxury,tier2,5,balloon_decor|cake|photo|return_gifts|snacks,130016,138500
birthday_private_party,42,simple,metro,6,balloon_decor|cake|dj|photo|return_gifts|theme_decor,85165,87500
birthday_private_party,20,simple,metro,7,balloon_decor|cake|games_anchor|photo|return_gifts|snacks|theme_decor,82208,79000
birthday_private_party,88,luxury,tier2,5,cake|dj|games_anchor|theme_decor|venue,134300,117500
